Observation,Y-Kappa,ChipRate,BF-CMratio,BlowFlow,ChipLevel4 ,T-upperExt-2 ,T-lowerExt-2  ,UCZAA,WhiteFlow-4 ,AAWhiteSt-4 ,AA-Wood-4  ,ChipMoisture-4 ,SteamFlow-4 ,Lower-HeatT-3,Upper-HeatT-3 ,ChipMass-4 ,WeakLiquorF ,BlackFlow-2 ,WeakWashF ,SteamHeatF-3 ,T-Top-Chips-4 ,SulphidityL-4 
11-11:00,0.713849069,0.798712869,-0.55413046,0.541176125,0.558259596,-0.75842954,-0.202248681,0.922291682,-0.360966321,0.425774391,-0.704287269,-0.34151698,0.153370599,1.398547168,1.932438304,-0.142581151,0.283180707,1.415478612,1.075811407,0.390244029,0.761711533,-1.663434644
11-12:00,-0.086612129,0.533523042,0.510110435,0.274334572,0.177565623,-0.535359042,-0.015644769,0.679888984,0.217577967,1.92237158,-0.700956419,0.236373928,1.229709263,1.649681915,2.068813855,0.722369625,1.115287146,1.423196729,0.583785091,0.873123447,0.279642418,-0.323019014
11-13:00,0.208118354,-0.340520981,0.224642852,-2.188661779,0.415815508,-0.572854585,-0.134237845,0.647694875,0.057098844,-0.160521415,-0.777565956,0.295356718,0.858747644,1.564961759,1.82174106,0.517721789,0.781619252,1.418803649,-0.090090645,0.824879165,0.453249302,0.713941411
11-14:00,0.234912034,-1.997957402,-0.40317708,-2.495614888,0.979467877,-0.516667235,-0.227539801,0.571944032,-0.005271491,1.660081351,-0.801992185,0.357850389,1.121312539,1.775033166,2.178647961,0.633124171,0.534886516,1.373919004,-0.473231928,0.637796136,0.436973656,-0.15546706
11-15:00,1.062166913,-1.805830079,0.114135062,-2.408268329,1.052417048,-0.809692103,-1.576617941,0.590881743,-0.194640445,0.453546298,-0.801992185,0.553055337,0.93645266,1.567771356,1.973868851,0.46087123,0.803147526,1.360820372,-1.13698753,-0.585993203,0.61058054,0.494262183
11-16:00,1.286563986,-2.09334456,-0.886828055,-2.771703033,1.245562566,-1.626087591,-2.798978397,0.600350598,-0.693573212,1.444077633,-0.803102468,0.342402515,0.353487628,0.691177091,1.246892219,-0.357720113,-1.141738694,1.439593529,-0.756227455,-2.178272802,0.965544616,-0.620889154
11-17:00,0.204769144,-1.676617688,0.535943425,-2.296892538,0.494818407,-1.612432498,-3.345423841,0.903353971,-1.957637902,0.215942208,-0.803102468,-0.427182461,-1.489966313,0.786487266,0.91587941,-1.883186487,1.085481271,1.279608855,1.281785901,-1.619425013,1.398786795,0.475645299
11-18:00,-0.066516869,-2.279383342,1.660461295,-2.33456347,0.503986818,-1.41432172,-2.483035959,1.054855657,-1.814654173,1.829798558,-0.803102468,0.014486289,-1.694873377,1.061179404,0.985577674,-1.822791629,1.563213605,1.184297835,-0.179772586,-1.957134986,1.016696644,-0.15546706
11-19:00,-0.12345344,-2.945063929,1.954670345,-2.043553787,1.292973673,-1.606724221,-3.337430274,1.386265596,-2.075529946,0.671092899,-0.803102468,-0.008685521,-2.227276926,0.776545615,0.839707622,-2.260937896,1.021726652,1.280629876,-1.612584737,-1.708927979,1.032197259,0.363943996
11-20:00,-0.582295215,-2.279383342,0.941573551,-1.958647852,0.645318519,-1.857216832,-4.759891975,0.212127527,-1.792598013,1.798940884,-0.805323034,0.056616853,-1.848331915,1.046266928,1.061749461,-1.836330852,0.384196739,1.247789255,-0.950780744,-1.83859813,0.961669462,-0.248551479
11-21:00,-0.347850512,-2.091315046,0.692637468,-1.910242143,1.472653453,-1.582771845,-5.162453223,-1.179794216,-2.217751055,1.353047495,-0.805323034,0.258141386,-2.304804534,0.854133717,1.107064122,-2.650456378,-0.24423351,0.881867219,-0.350206937,-2.250748375,0.965544616,-0.231796284
11-22:00,0.211467564,-2.059519327,0.6443637,-1.909269862,1.514350403,-1.72290444,-3.509488516,-0.337066086,-2.807943987,2.49323855,-0.803102468,0.356446037,-2.771389451,0.628069219,1.172446704,-3.413189565,-0.302184856,0.819054241,0.533847231,-2.409234115,1.494115576,0.161019963
11-23:00,0.512896467,-2.3023845,1.369513987,-1.93310067,0.872737267,-1.481477916,-2.42432911,0.442220713,-2.328031854,2.709242268,-0.87082974,0.668212213,-1.886119971,0.792970951,1.623651257,-2.77486128,0.28442601,0.831467714,0.736090348,-2.295718158,1.986260091,0.496123871
12-00:00,0.646864869,-2.510747936,0.252824295,-2.208543935,0.740737908,-1.599896675,-2.387899414,0.742383429,-2.170453676,0.290000625,-0.820866998,0.640827347,-1.537511849,1.014712992,1.46116583,-2.239884759,-0.218033316,0.807151279,0.758398831,-1.496740459,1.508841159,0.107031001
12-01:00,-0.223929741,-2.031782636,0.01954457,-1.983232674,1.290058048,-1.501624775,-2.838946229,0.941229392,-2.096060866,2.369807854,-0.705397552,0.678744855,-1.924972479,1.179830847,1.81224656,-2.365565608,-0.747213748,0.82247332,0.757386203,-1.764376158,0.926018049,0.458890103
12-02:00,0.144483363,-1.698942342,0.481928992,-1.537441794,1.572288204,-1.323213148,-2.015608885,0.060625841,-2.232689431,0.709664992,-0.704287269,0.732110236,-2.004274174,1.048428156,1.696586283,-2.541362848,-0.443351729,0.835168917,0.758810019,-2.208616491,1.242230587,-0.371422912
12-03:00,0.479404367,-1.676617688,0.775485693,-0.617663881,1.259660608,-1.306200245,-1.823239122,0.193189816,-2.462656673,3.048676682,-0.705397552,0.942763058,-2.540403306,1.125151767,1.890576188,-2.839792841,-0.481850305,0.834450172,0.766947858,-1.658718998,1.528991959,-0.4533372
12-04:00,-0.357898142,-1.196975883,1.263181226,-0.287961379,0.478776615,-1.277658861,-1.643187314,0.808665417,-2.066752342,-0.302466716,-0.705397552,0.664701333,-1.539640753,1.017954835,1.621277632,-2.876724439,0.351078196,0.848542956,0.750218031,-1.128905098,1.608045093,0.503570624
12-05:00,-0.525358644,-1.293039545,0.737127617,0.38263478,0.667624806,-1.244640398,-2.125815268,1.329452464,-1.851917868,2.894388312,-0.705397552,-0.079605305,-1.154309028,0.997207041,1.657529361,-1.726315805,-0.077810595,0.816481536,0.76718107,-1.167544183,1.619670554,-0.323019014
12-06:00,-0.458374443,-0.435908139,1.030945258,0.649178696,1.141642198,-1.078764594,-2.231042053,0.079563552,-1.810856027,0.84235299,-0.705397552,0.141580158,-1.547801554,0.895629304,1.446708295,-2.062598913,0.316714351,0.98742204,0.757459849,-0.450647254,1.253081018,-0.231796284
12-07:00,-0.022977139,-0.661860696,1.357771719,0.70573966,1.387187001,-1.036344264,-1.425919557,0.505662044,-1.441972361,3.048676682,-0.704287269,-0.016409458,-1.187661866,1.563016654,1.766068763,-1.488351557,0.998546114,1.101877213,0.753998505,-0.758013538,0.922142895,-0.099616409
12-08:00,-0.056469239,-0.069919117,0.330714673,0.441924084,1.408029621,-0.295611423,-1.10997712,0.212127527,-1.518024991,0.635606574,-0.705397552,0.015188465,-1.133552208,1.425778646,1.658824065,-1.543288194,0.812255329,1.169936361,0.748959918,-0.409388569,0.835339453,0.32484854
12-09:00,0.110991263,0.561936237,-0.341203999,0.498475127,0.939445362,-0.238192875,-1.701894163,1.348390174,-0.904265613,3.048676682,-0.704287269,0.187923779,-0.222203647,1.629798613,1.561289652,-1.189000047,-0.344411201,1.169083271,0.750402145,-0.033694411,0.464874763,-0.360252782
12-10:00,1.477468958,-0.177280406,-0.289798959,0.445287383,1.280468101,0.088633945,-0.346132877,0.653376188,-1.084513038,1.197216241,-0.705397552,-0.03396386,-0.192398983,1.543133352,1.462676318,-0.746317077,0.247579698,1.167477849,0.934933493,-0.336912997,0.295143032,-0.025148874
12-11:00,0.144483363,0.12261411,0.098870114,0.736743522,0.229882942,0.056734752,-0.035563164,0.637279134,-0.595464422,0.235999696,-0.705397552,-0.240403626,-0.180690008,1.270818565,1.296738346,-0.29193792,0.27242064,1.168277201,1.203328779,1.02484189,-0.028044783,0.002776452
12-12:00,0.278451765,-0.018978316,-0.230304801,0.223458475,0.167144313,0.496272054,-0.175516098,0.521759099,-0.04026228,1.351504611,-0.704287269,0.095938714,0.823620718,1.653139881,1.799946866,0.850389712,0.903333356,1.196214232,1.170194392,0.767466287,0.07038412,-0.043765758
31-05:00,0.107642053,-0.019181267,0.902432658,0.93625957,-0.094723306,-0.634414431,1.108172048,0.278409515,0.577534496,0.098683047,-1.402655364,-0.72069206,0.793461237,0.716679587,0.068063682,1.287047373,0.231024496,1.023816085,-0.208107734,1.053220879,-0.890653988,-1.158917094
